category,over_represented_pvalue,padj,under_represented_pvalue,numDEInCat,numInCat,type,enrich,contrast,organism,main,sub,module,Category,PATH,pathway,path
09105,0.9705908083625601,1,0.10246620800870447,2,109,down,sub,C2vsC1_prot,MED4,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,09105 Amino acid metabolism,Amino acid metabolism,NA
09108,0.9986277729733077,1,0.01143055649700201,1,131,down,sub,C2vsC1_prot,MED4,09100 Metabolism,09108 Metabolism of cofactors and vitamins,cofactors and vitamins,Metabolism,09108 Metabolism of cofactors and vitamins,Metabolism of cofactors and vitamins,NA
09106,1,1,0.21773295844027343,0,31,down,sub,C2vsC1_prot,MED4,09100 Metabolism,09106 Metabolism of other amino acids,other amino acids,AA/Nucleotide,09106 Metabolism of other amino acids,Metabolism of other amino acids,NA
09107,1,1,0.17807255466932123,0,36,down,sub,C2vsC1_prot,MED4,09100 Metabolism,09107 Glycan biosynthesis and metabolism,Glycan  and,Energy/Carbohydrate/Glycan,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,NA
09110,1,1,0.30825011738843333,0,25,down,sub,C2vsC1_prot,MED4,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,other secondary metabolites,Metabolism,09110 Biosynthesis of other secondary metabolites,Biosynthesis of other secondary metabolites,NA
09111,1,1,0.5262352962158028,0,14,down,sub,C2vsC1_prot,MED4,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and,Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and metabolism,NA
09143,1,1,0.4879120309372084,0,15,down,sub,C2vsC1_prot,MED4,09140 Cellular Processes,09143 Cell growth and death,Cell growth and death,Env. Info/Cellular Process,09143 Cell growth and death,Cell growth and death,NA
09193,1,1,0.6277784411465129,0,10,down,sub,C2vsC1_prot,MED4,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,Env. Info/Cellular Process,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,NA
09104,1.0000000000000002,1,0.07153263189800933,0,55,down,sub,C2vsC1_prot,MED4,09100 Metabolism,09104 Nucleotide metabolism,Nucleotide,AA/Nucleotide,09104 Nucleotide metabolism,Nucleotide metabolism,NA
09101,7.490623109536905e-4,0.018726557773842262,0.9997601971671222,18,90,up,sub,C2vsC1_prot,MED4,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,09101 Carbohydrate metabolism,Carbohydrate metabolism,NA
09183,0.003695270381379601,0.046190879767245015,0.9985274430744262,20,128,up,sub,C2vsC1_prot,MED4,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Env. Info/Cellular Process,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,NA
09102,0.007117704395084587,0.05931420329237157,0.9972229244998381,16,105,up,sub,C2vsC1_prot,MED4,09100 Metabolism,09102 Energy metabolism,Energy,Energy/Carbohydrate/Glycan,09102 Energy metabolism,Energy metabolism,NA
09131,0.016954218974130103,0.08510688610882584,0.9949571220993624,8,41,up,sub,C2vsC1_prot,MED4,09130 Environmental Information Processing,09131 Membrane transport,Membrane transport,Membrane transport,09131 Membrane transport,Membrane transport,NA
09111,0.01702137722176517,0.08510688610882584,0.9974423911134472,4,14,up,sub,C2vsC1_prot,MED4,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and,Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and metabolism,NA
09104,0.03101576796611311,0.1292323665254713,0.9887437947779502,9,55,up,sub,C2vsC1_prot,MED4,09100 Metabolism,09104 Nucleotide metabolism,Nucleotide,AA/Nucleotide,09104 Nucleotide metabolism,Nucleotide metabolism,NA
09105,0.07680200979539417,0.2742928921264078,0.9603685989346389,14,109,up,sub,C2vsC1_prot,MED4,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,09105 Amino acid metabolism,Amino acid metabolism,NA
09143,0.14321645742923161,0.41312931038967543,0.962313509368244,3,15,up,sub,C2vsC1_prot,MED4,09140 Cellular Processes,09143 Cell growth and death,Cell growth and death,Env. Info/Cellular Process,09143 Cell growth and death,Cell growth and death,NA
09132,0.16426599508403794,0.41312931038967543,0.9419908127068062,4,27,up,sub,C2vsC1_prot,MED4,09130 Environmental Information Processing,09132 Signal transduction,Signal transduction,Env. Info/Cellular Process,09132 Signal transduction,Signal transduction,NA
09106,0.16525172415587017,0.41312931038967543,0.934022694336683,5,31,up,sub,C2vsC1_prot,MED4,09100 Metabolism,09106 Metabolism of other amino acids,other amino acids,AA/Nucleotide,09106 Metabolism of other amino acids,Metabolism of other amino acids,NA
09123,0.531747312293174,1,0.7069175549359802,3,28,up,sub,C2vsC1_prot,MED4,09120 Genetic Information Processing,"09123 Folding, sorting and degradation","Folding, sorting and degradation",Genetic Info,"09123 Folding, sorting and degradation","Folding, sorting and degradation",NA
09108,0.5434616617371562,1,0.5911734530107058,11,131,up,sub,C2vsC1_prot,MED4,09100 Metabolism,09108 Metabolism of cofactors and vitamins,cofactors and vitamins,Metabolism,09108 Metabolism of cofactors and vitamins,Metabolism of cofactors and vitamins,NA
09124,0.5619545179895276,1,0.6503145447700636,4,36,up,sub,C2vsC1_prot,MED4,09120 Genetic Information Processing,09124 Replication and repair,Replication and repair,Genetic Info,09124 Replication and repair,Replication and repair,NA
09110,0.6255221857387065,1,0.6600530031665988,2,25,up,sub,C2vsC1_prot,MED4,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,other secondary metabolites,Metabolism,09110 Biosynthesis of other secondary metabolites,Biosynthesis of other secondary metabolites,NA
09182,0.8657067549199583,1,0.20024773407598973,20,275,up,sub,C2vsC1_prot,MED4,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,09182 Protein families: genetic information processing,Protein families: genetic information processing,NA
09145,0.889228564792367,1,0.37077271393488637,1,22,up,sub,C2vsC1_prot,MED4,09140 Cellular Processes,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,Env. Info/Cellular Process,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,NA
09191,0.8922630671002865,1,0.2802580171066697,2,50,up,sub,C2vsC1_prot,MED4,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,Unclassified:,Energy/Carbohydrate/Glycan,09191 Unclassified: metabolism,Unclassified: metabolism,NA
09194,0.91305993377446,1,0.31148598882800327,1,31,up,sub,C2vsC1_prot,MED4,09190 Not Included in Pathway or Brite,09194 Poorly characterized,Poorly characterized,Uncharacterized,09194 Poorly characterized,Poorly characterized,NA
09107,0.9636386763566471,1,0.16539176689431165,1,36,up,sub,C2vsC1_prot,MED4,09100 Metabolism,09107 Glycan biosynthesis and metabolism,Glycan  and,Energy/Carbohydrate/Glycan,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,NA
09122,0.979919935306144,1,0.07416287730655016,2,74,up,sub,C2vsC1_prot,MED4,09120 Genetic Information Processing,09122 Translation,Translation,Genetic Info,09122 Translation,Translation,NA
09181,0.9992624735832063,1,0.002716979684393635,5,156,up,sub,C2vsC1_prot,MED4,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Metabolism,09181 Protein families: metabolism,Protein families: metabolism,NA
09103,1,1,0.14066569795461473,0,24,up,sub,C2vsC1_prot,MED4,09100 Metabolism,09103 Lipid metabolism,Lipid,Metabolism,09103 Lipid metabolism,Lipid metabolism,NA
09109,1,1,0.0952236393082732,0,25,up,sub,C2vsC1_prot,MED4,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,terpenoids and polyketides,Metabolism,09109 Metabolism of terpenoids and polyketides,Metabolism of terpenoids and polyketides,NA
09192,1,1,0.48264077306708525,0,10,up,sub,C2vsC1_prot,MED4,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,Unclassified: genetic information processing,Genetic Info,09192 Unclassified: genetic information processing,Unclassified: genetic information processing,NA
09193,1,1,0.42582904662885135,0,10,up,sub,C2vsC1_prot,MED4,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,Env. Info/Cellular Process,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,NA
09101,0.0037325238464237013,0.09331309616059254,0.9984458461048257,22,90,is_de,sub,C2vsC1_prot,MED4,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,09101 Carbohydrate metabolism,Carbohydrate metabolism,NA
09102,0.01599816115728339,0.19997701446604238,0.9923070623914866,21,105,is_de,sub,C2vsC1_prot,MED4,09100 Metabolism,09102 Energy metabolism,Energy,Energy/Carbohydrate/Glycan,09102 Energy metabolism,Energy metabolism,NA
09183,0.03714286992987054,0.2700220223954967,0.979554874644335,24,128,is_de,sub,C2vsC1_prot,MED4,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Env. Info/Cellular Process,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,NA
09122,0.043203523583279474,0.2700220223954967,0.9795880879518402,14,74,is_de,sub,C2vsC1_prot,MED4,09120 Genetic Information Processing,09122 Translation,Translation,Genetic Info,09122 Translation,Translation,NA
09131,0.07201733758617598,0.31761682044556633,0.9694973950771526,9,41,is_de,sub,C2vsC1_prot,MED4,09130 Environmental Information Processing,09131 Membrane transport,Membrane transport,Membrane transport,09131 Membrane transport,Membrane transport,NA
09111,0.07622803690693591,0.31761682044556633,0.981161121075116,4,14,is_de,sub,C2vsC1_prot,MED4,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and,Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and metabolism,NA
09132,0.11006518981559626,0.39308996362712956,0.9580418311036432,6,27,is_de,sub,C2vsC1_prot,MED4,09130 Environmental Information Processing,09132 Signal transduction,Signal transduction,Env. Info/Cellular Process,09132 Signal transduction,Signal transduction,NA
09182,0.2541968097259056,0.7311752868449192,0.8082756517149372,40,275,is_de,sub,C2vsC1_prot,MED4,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,09182 Protein families: genetic information processing,Protein families: genetic information processing,NA
09104,0.2632231032641709,0.7311752868449192,0.846634535528878,9,55,is_de,sub,C2vsC1_prot,MED4,09100 Metabolism,09104 Nucleotide metabolism,Nucleotide,AA/Nucleotide,09104 Nucleotide metabolism,Nucleotide metabolism,NA
09143,0.3336091023930276,0.834022755982569,0.8656925781567253,3,15,is_de,sub,C2vsC1_prot,MED4,09140 Cellular Processes,09143 Cell growth and death,Cell growth and death,Env. Info/Cellular Process,09143 Cell growth and death,Cell growth and death,NA
09105,0.3720954386902031,0.8456714515686435,0.7322460761969698,16,109,is_de,sub,C2vsC1_prot,MED4,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,09105 Amino acid metabolism,Amino acid metabolism,NA
09106,0.4614711205424755,0.9613981677968241,0.7257454762020932,5,31,is_de,sub,C2vsC1_prot,MED4,09100 Metabolism,09106 Metabolism of other amino acids,other amino acids,AA/Nucleotide,09106 Metabolism of other amino acids,Metabolism of other amino acids,NA
09123,0.6041341170856674,1,0.6100860777379155,4,28,is_de,sub,C2vsC1_prot,MED4,09120 Genetic Information Processing,"09123 Folding, sorting and degradation","Folding, sorting and degradation",Genetic Info,"09123 Folding, sorting and degradation","Folding, sorting and degradation",NA
09124,0.6965180270505168,1,0.48679527488844515,5,36,is_de,sub,C2vsC1_prot,MED4,09120 Genetic Information Processing,09124 Replication and repair,Replication and repair,Genetic Info,09124 Replication and repair,Replication and repair,NA
09192,0.7016209070805263,1,0.6838677676208222,1,10,is_de,sub,C2vsC1_prot,MED4,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,Unclassified: genetic information processing,Genetic Info,09192 Unclassified: genetic information processing,Unclassified: genetic information processing,NA
09145,0.8411301629203991,1,0.37907789716823254,2,22,is_de,sub,C2vsC1_prot,MED4,09140 Cellular Processes,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,Env. Info/Cellular Process,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,NA
09110,0.8508266822409364,1,0.3607286430897992,2,25,is_de,sub,C2vsC1_prot,MED4,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,other secondary metabolites,Metabolism,09110 Biosynthesis of other secondary metabolites,Biosynthesis of other secondary metabolites,NA
09191,0.8554397085610876,1,0.28725841648943695,4,50,is_de,sub,C2vsC1_prot,MED4,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,Unclassified:,Energy/Carbohydrate/Glycan,09191 Unclassified: metabolism,Unclassified: metabolism,NA
09109,0.872709836970035,1,0.3222277012859472,2,25,is_de,sub,C2vsC1_prot,MED4,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,terpenoids and polyketides,Metabolism,09109 Metabolism of terpenoids and polyketides,Metabolism of terpenoids and polyketides,NA
09194,0.9010559968807179,1,0.26569931166161154,2,31,is_de,sub,C2vsC1_prot,MED4,09190 Not Included in Pathway or Brite,09194 Poorly characterized,Poorly characterized,Uncharacterized,09194 Poorly characterized,Poorly characterized,NA
09108,0.940063714827422,1,0.1056380414550431,12,131,is_de,sub,C2vsC1_prot,MED4,09100 Metabolism,09108 Metabolism of cofactors and vitamins,cofactors and vitamins,Metabolism,09108 Metabolism of cofactors and vitamins,Metabolism of cofactors and vitamins,NA
09103,0.9579220508916154,1,0.18656737376161525,1,24,is_de,sub,C2vsC1_prot,MED4,09100 Metabolism,09103 Lipid metabolism,Lipid,Metabolism,09103 Lipid metabolism,Lipid metabolism,NA
09181,0.9884270890570561,1,0.023703713413820278,13,156,is_de,sub,C2vsC1_prot,MED4,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Metabolism,09181 Protein families: metabolism,Protein families: metabolism,NA
09107,0.9945574407572281,1,0.036682742553424914,1,36,is_de,sub,C2vsC1_prot,MED4,09100 Metabolism,09107 Glycan biosynthesis and metabolism,Glycan  and,Energy/Carbohydrate/Glycan,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,NA
09193,1,1,0.25628406939922216,0,10,is_de,sub,C2vsC1_prot,MED4,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,Env. Info/Cellular Process,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,NA
03011,2.088496318872538e-8,2.0258414293063616e-6,0.9999999983072856,13,50,down,path,C2vsC1_prot,MED4,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03011 Ribosome [BR:ko03011],Ribosome,03011 Ribosome [BR:ko03011]
03010,1.7462402463014778e-7,8.469265194562167e-6,0.9999999841013208,12,49,down,path,C2vsC1_prot,MED4,09120 Genetic Information Processing,09122 Translation,Translation,Genetic Info,03010 Ribosome [PATH:ko03010],Ribosome,03010 Ribosome [PATH:ko03010]
02022,0.047065010356120526,1,0.9958790593851996,2,8,down,path,C2vsC1_prot,MED4,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Env. Info/Cellular Process,02022 Two-component system [BR:ko02022],Two-component system,02022 Two-component system [BR:ko02022]
00051,0.05794425327389148,1,0.9941485347182223,2,9,down,path,C2vsC1_prot,MED4,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00051 Fructose and mannose metabolism [PATH:ko00051],Fructose and mannose metabolism,00051 Fructose and mannose metabolism [PATH:ko00051]
00900,0.0733152963965294,1,0.9913687328525151,2,10,down,path,C2vsC1_prot,MED4,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,terpenoids and polyketides,Metabolism,00900 Terpenoid backbone biosynthesis [PATH:ko00900],Terpenoid backbone biosynthesis,00900 Terpenoid backbone biosynthesis [PATH:ko00900]
00680,0.10852012420860196,1,0.9835018414464054,2,12,down,path,C2vsC1_prot,MED4,09100 Metabolism,09102 Energy metabolism,Energy,Energy/Carbohydrate/Glycan,00680 Methane metabolism [PATH:ko00680],Methane metabolism,00680 Methane metabolism [PATH:ko00680]
02020,0.19167051687182735,1,0.957064763088555,2,18,down,path,C2vsC1_prot,MED4,09130 Environmental Information Processing,09132 Signal transduction,Signal transduction,Env. Info/Cellular Process,02020 Two-component system [PATH:ko02020],Two-component system,02020 Two-component system [PATH:ko02020]
01002,0.23585977849485992,1,0.9172275323502486,3,36,down,path,C2vsC1_prot,MED4,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Metabolism,01002 Peptidases and inhibitors [BR:ko01002],Peptidases and inhibitors,01002 Peptidases and inhibitors [BR:ko01002]
03036,0.24865711954977754,1,0.9334676403503122,2,21,down,path,C2vsC1_prot,MED4,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins,03036 Chromosome and associated proteins [BR:ko03036]
02026,0.253540809611499,1,0.9708056706770626,1,6,down,path,C2vsC1_prot,MED4,09140 Cellular Processes,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,Env. Info/Cellular Process,02026 Biofilm formation - Escherichia coli [PATH:ko02026],Biofilm formation - Escherichia coli,02026 Biofilm formation - Escherichia coli [PATH:ko02026]
01003,0.28613263845234743,1,0.9612383051968467,1,7,down,path,C2vsC1_prot,MED4,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Metabolism,01003 Glycosyltransferases [BR:ko01003],Glycosyltransferases,01003 Glycosyltransferases [BR:ko01003]
99975,0.30111435983357915,1,0.9559469039759905,1,8,down,path,C2vsC1_prot,MED4,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,Unclassified: genetic information processing,Genetic Info,99975 Protein processing,Protein processing,99975 Protein processing
00561,0.31104248422093694,1,0.9527639983298191,1,8,down,path,C2vsC1_prot,MED4,09100 Metabolism,09103 Lipid metabolism,Lipid,Metabolism,00561 Glycerolipid metabolism [PATH:ko00561],Glycerolipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561]
03420,0.32267336699559823,1,0.9497983480118171,1,7,down,path,C2vsC1_prot,MED4,09120 Genetic Information Processing,09124 Replication and repair,Replication and repair,Genetic Info,03420 Nucleotide excision repair [PATH:ko03420],Nucleotide excision repair,03420 Nucleotide excision repair [PATH:ko03420]
00920,0.42946753670481674,1,0.9003747186364013,1,12,down,path,C2vsC1_prot,MED4,09100 Metabolism,09102 Energy metabolism,Energy,Energy/Carbohydrate/Glycan,00920 Sulfur metabolism [PATH:ko00920],Sulfur metabolism,00920 Sulfur metabolism [PATH:ko00920]
01004,0.4307718903890876,1,0.8996985149901175,1,12,down,path,C2vsC1_prot,MED4,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Metabolism,01004 Lipid biosynthesis proteins [BR:ko01004],Lipid biosynthesis proteins,01004 Lipid biosynthesis proteins [BR:ko01004]
03018,0.4365130866690014,1,0.8973968589237904,1,11,down,path,C2vsC1_prot,MED4,09120 Genetic Information Processing,"09123 Folding, sorting and degradation","Folding, sorting and degradation",Genetic Info,03018 RNA degradation [PATH:ko03018],RNA degradation,03018 RNA degradation [PATH:ko03018]
03021,0.45058929318043767,1,0.889071012820527,1,12,down,path,C2vsC1_prot,MED4,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03021 Transcription machinery [BR:ko03021],Transcription machinery,03021 Transcription machinery [BR:ko03021]
03019,0.46146256050109724,1,0.882951906141951,1,12,down,path,C2vsC1_prot,MED4,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03019 Messenger RNA biogenesis [BR:ko03019],Messenger RNA biogenesis,03019 Messenger RNA biogenesis [BR:ko03019]
00710,0.48537372726624817,1,0.8673850439476373,1,14,down,path,C2vsC1_prot,MED4,09100 Metabolism,09102 Energy metabolism,Energy,Photosynthesis/Carbon fixation,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],Carbon fixation in photosynthetic organisms,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
03009,0.4866259228849727,1,0.7853084785719557,2,36,down,path,C2vsC1_prot,MED4,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03009 Ribosome biogenesis [BR:ko03009],Ribosome biogenesis,03009 Ribosome biogenesis [BR:ko03009]
00500,0.5048602041333379,1,0.854915707056633,1,14,down,path,C2vsC1_prot,MED4,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00500 Starch and sucrose metabolism [PATH:ko00500],Starch and sucrose metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
03012,0.5052668414397772,1,0.8540597036822722,1,15,down,path,C2vsC1_prot,MED4,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03012 Translation factors [BR:ko03012],Translation factors,03012 Translation factors [BR:ko03012]
00030,0.5094910982469678,1,0.8512467686991492,1,15,down,path,C2vsC1_prot,MED4,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway,00030 Pentose phosphate pathway [PATH:ko00030]
00630,0.5298345720469145,1,0.8371989103133125,1,15,down,path,C2vsC1_prot,MED4,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],Glyoxylate and dicarboxylate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
00250,0.5437779196417429,1,0.8264860909111444,1,16,down,path,C2vsC1_prot,MED4,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","Alanine, aspartate and glutamate metabolism","00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
00010,0.5827450417816998,1,0.7947416187519946,1,18,down,path,C2vsC1_prot,MED4,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],Glycolysis / Gluconeogenesis,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
01011,0.599779633511625,1,0.7796892047094367,1,19,down,path,C2vsC1_prot,MED4,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],Peptidoglycan biosynthesis and degradation proteins,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
00260,0.6225880954035969,1,0.758554989939605,1,20,down,path,C2vsC1_prot,MED4,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","Glycine, serine and threonine metabolism","00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
00270,0.6360839668249229,1,0.7452250421161929,1,21,down,path,C2vsC1_prot,MED4,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,00270 Cysteine and methionine metabolism [PATH:ko00270],Cysteine and methionine metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
99997,0.6675310759631475,1,0.711979239086536,1,24,down,path,C2vsC1_prot,MED4,09190 Not Included in Pathway or Brite,09194 Poorly characterized,Poorly characterized,Uncharacterized,99997 Function unknown,Function unknown,99997 Function unknown
