category,over_represented_pvalue,padj,under_represented_pvalue,numDEInCat,numInCat,type,enrich,contrast,organism,main,sub,module,Category,PATH,pathway,path
04131,0.014903411976267008,0.1508287382392284,0.9987392271531704,3,7,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,04131 Membrane trafficking [BR:ko04131],Membrane trafficking,04131 Membrane trafficking [BR:ko04131]
01007,0.015150933441810656,0.1508287382392284,0.9955722619528666,8,36,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,AA/Nucleotide,01007 Amino acid related enzymes [BR:ko01007],Amino acid related enzymes,01007 Amino acid related enzymes [BR:ko01007]
03021,0.01629277575185408,0.1508287382392284,0.9968253330733614,5,19,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03021 Transcription machinery [BR:ko03021],Transcription machinery,03021 Transcription machinery [BR:ko03021]
00680,0.016496893244915607,0.1508287382392284,0.9967751569200299,5,19,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09102 Energy metabolism,Energy,Energy/Carbohydrate/Glycan,00680 Methane metabolism [PATH:ko00680],Methane metabolism,00680 Methane metabolism [PATH:ko00680]
00770,0.02210643515196004,0.18864157996339234,0.9963576020237731,4,14,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09108 Metabolism of cofactors and vitamins,cofactors and vitamins,Metabolism,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],Pantothenate and CoA biosynthesis,00770 Pantothenate and CoA biosynthesis [PATH:ko00770]
00910,0.02467651510469738,0.1890176855649913,0.9974600124901858,3,7,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09102 Energy metabolism,Energy,Nitrogen metabolism,00910 Nitrogen metabolism [PATH:ko00910],Nitrogen metabolism,00910 Nitrogen metabolism [PATH:ko00910]
00270,0.025103911364100406,0.1890176855649913,0.9933349300893126,6,30,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,00270 Cysteine and methionine metabolism [PATH:ko00270],Cysteine and methionine metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
00660,0.0295856083140131,0.21038654801075982,0.996376367156033,3,9,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00660 C5-Branched dibasic acid metabolism [PATH:ko00660],C5-Branched dibasic acid metabolism,00660 C5-Branched dibasic acid metabolism [PATH:ko00660]
00541,0.03364735575555519,0.22367731886675363,0.9934237890375697,4,17,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09107 Glycan biosynthesis and metabolism,Glycan  and,Energy/Carbohydrate/Glycan,00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],O-Antigen nucleotide sugar biosynthesis,00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
00450,0.03494958107293025,0.22367731886675363,0.9954259744328888,3,9,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09106 Metabolism of other amino acids,other amino acids,AA/Nucleotide,00450 Selenocompound metabolism [PATH:ko00450],Selenocompound metabolism,00450 Selenocompound metabolism [PATH:ko00450]
02035,0.038896057695741316,0.23708073262166135,0.9841037828072556,10,66,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Motility,02035 Bacterial motility proteins [BR:ko02035],Bacterial motility proteins,02035 Bacterial motility proteins [BR:ko02035]
02022,0.13532780569550135,0.7738469649571031,0.9433311271002439,6,40,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Env. Info/Cellular Process,02022 Two-component system [BR:ko02022],Two-component system,02022 Two-component system [BR:ko02022]
00920,0.13905062651572947,0.7738469649571031,0.9633003024782749,3,16,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09102 Energy metabolism,Energy,Energy/Carbohydrate/Glycan,00920 Sulfur metabolism [PATH:ko00920],Sulfur metabolism,00920 Sulfur metabolism [PATH:ko00920]
00630,0.1494784830093464,0.7972185760498475,0.9492999732757132,4,23,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],Glyoxylate and dicarboxylate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
03032,0.19523407955522182,0.9714842372313502,0.9263231126932752,4,24,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03032 DNA replication proteins [BR:ko03032],DNA replication proteins,03032 DNA replication proteins [BR:ko03032]
00051,0.20404340732838372,0.9714842372313502,0.9539581008036224,2,11,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00051 Fructose and mannose metabolism [PATH:ko00051],Fructose and mannose metabolism,00051 Fructose and mannose metabolism [PATH:ko00051]
00720,0.2066477709711362,0.9714842372313502,0.9197172379199275,4,26,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09102 Energy metabolism,Energy,Photosynthesis/Carbon fixation,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720],Carbon fixation pathways in prokaryotes,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]
02020,0.2158742567432332,0.9714842372313502,0.8745798969933722,10,87,down,path,C2vsC1_prot,HOT1A3,09130 Environmental Information Processing,09132 Signal transduction,Signal transduction,Env. Info/Cellular Process,02020 Two-component system [PATH:ko02020],Two-component system,02020 Two-component system [PATH:ko02020]
00520,0.2201018974977278,0.9714842372313502,0.9116183110809131,4,29,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],Amino sugar and nucleotide sugar metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
02040,0.23954004206224216,1,0.915728089038629,3,22,down,path,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09142 Cell motility,Cell motility,Motility,02040 Flagellar assembly [PATH:ko02040],Flagellar assembly,02040 Flagellar assembly [PATH:ko02040]
00670,0.2591072715006726,1,0.9302532887010966,2,13,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09108 Metabolism of cofactors and vitamins,cofactors and vitamins,Metabolism,00670 One carbon pool by folate [PATH:ko00670],One carbon pool by folate,00670 One carbon pool by folate [PATH:ko00670]
03016,0.26572618776527335,1,0.8539257878228399,7,61,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03016 Transfer RNA biogenesis [BR:ko03016],Transfer RNA biogenesis,03016 Transfer RNA biogenesis [BR:ko03016]
00040,0.29172427904058096,1,0.9614982065557146,1,5,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions,00040 Pentose and glucuronate interconversions [PATH:ko00040]
99995,0.30200677202979864,1,0.9098409944031091,2,13,down,path,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,Env. Info/Cellular Process,99995 Signaling proteins,Signaling proteins,99995 Signaling proteins
00240,0.3043451623091152,1,0.8777873181797347,3,26,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09104 Nucleotide metabolism,Nucleotide,AA/Nucleotide,00240 Pyrimidine metabolism [PATH:ko00240],Pyrimidine metabolism,00240 Pyrimidine metabolism [PATH:ko00240]
00710,0.3141770595190602,1,0.9028897491785511,2,14,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09102 Energy metabolism,Energy,Photosynthesis/Carbon fixation,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],Carbon fixation in photosynthetic organisms,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
00620,0.3236399366352095,1,0.8316638406558073,5,40,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00620 Pyruvate metabolism [PATH:ko00620],Pyruvate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
03019,0.3315039381025574,1,0.862680768941855,3,21,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03019 Messenger RNA biogenesis [BR:ko03019],Messenger RNA biogenesis,03019 Messenger RNA biogenesis [BR:ko03019]
00300,0.33391924377624693,1,0.8916250372278859,2,15,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,00300 Lysine biosynthesis [PATH:ko00300],Lysine biosynthesis,00300 Lysine biosynthesis [PATH:ko00300]
05111,0.3383558641661579,1,0.8566487609709198,3,25,down,path,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,Env. Info/Cellular Process,05111 Biofilm formation - Vibrio cholerae [PATH:ko05111],Biofilm formation - Vibrio cholerae,05111 Biofilm formation - Vibrio cholerae [PATH:ko05111]
99973,0.37163200878077784,1,0.9324299939528057,1,6,down,path,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,Unclassified: genetic information processing,Genetic Info,99973 Transcription,Transcription,99973 Transcription
99975,0.3869488819870549,1,0.9243125932628906,1,7,down,path,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,Unclassified: genetic information processing,Genetic Info,99975 Protein processing,Protein processing,99975 Protein processing
03012,0.3962438451383991,1,0.8538014987344589,2,16,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03012 Translation factors [BR:ko03012],Translation factors,03012 Translation factors [BR:ko03012]
00750,0.39802433793079967,1,0.9194402857379451,1,7,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09108 Metabolism of cofactors and vitamins,cofactors and vitamins,Metabolism,00750 Vitamin B6 metabolism [PATH:ko00750],Vitamin B6 metabolism,00750 Vitamin B6 metabolism [PATH:ko00750]
00521,0.40844124939443915,1,0.9146870697446339,1,7,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,other secondary metabolites,Metabolism,00521 Streptomycin biosynthesis [PATH:ko00521],Streptomycin biosynthesis,00521 Streptomycin biosynthesis [PATH:ko00521]
00730,0.42700749836699026,1,0.9080168144436822,1,6,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09108 Metabolism of cofactors and vitamins,cofactors and vitamins,Metabolism,00730 Thiamine metabolism [PATH:ko00730],Thiamine metabolism,00730 Thiamine metabolism [PATH:ko00730]
00625,0.43167485771970077,1,0.9057436776629215,1,6,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and,Metabolism,00625 Chloroalkane and chloroalkene degradation [PATH:ko00625],Chloroalkane and chloroalkene degradation,00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]
01001,0.44576424691725286,1,0.7805446245097125,3,23,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Metabolism,01001 Protein kinases [BR:ko01001],Protein kinases,01001 Protein kinases [BR:ko01001]
00640,0.4463453959875957,1,0.7781868674666481,3,27,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00640 Propanoate metabolism [PATH:ko00640],Propanoate metabolism,00640 Propanoate metabolism [PATH:ko00640]
03018,0.4905668652681509,1,0.7878599241752751,2,15,down,path,C2vsC1_prot,HOT1A3,09120 Genetic Information Processing,"09123 Folding, sorting and degradation","Folding, sorting and degradation",Genetic Info,03018 RNA degradation [PATH:ko03018],RNA degradation,03018 RNA degradation [PATH:ko03018]
03070,0.5013147225317549,1,0.7759309867659604,2,19,down,path,C2vsC1_prot,HOT1A3,09130 Environmental Information Processing,09131 Membrane transport,Membrane transport,Membrane transport,03070 Bacterial secretion system [PATH:ko03070],Bacterial secretion system,03070 Bacterial secretion system [PATH:ko03070]
00760,0.5043994632864632,1,0.8601747970760374,1,8,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09108 Metabolism of cofactors and vitamins,cofactors and vitamins,Metabolism,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760],Nicotinate and nicotinamide metabolism,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]
03029,0.5161060705667415,1,0.7185516393197309,3,30,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis,03029 Mitochondrial biogenesis [BR:ko03029]
00261,0.5227728256095313,1,0.8462085812725191,1,9,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,other secondary metabolites,Metabolism,00261 Monobactam biosynthesis [PATH:ko00261],Monobactam biosynthesis,00261 Monobactam biosynthesis [PATH:ko00261]
00650,0.5434154539519476,1,0.7392248419858971,2,21,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00650 Butanoate metabolism [PATH:ko00650],Butanoate metabolism,00650 Butanoate metabolism [PATH:ko00650]
03000,0.5531681046966533,1,0.6812946084647561,3,42,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03000 Transcription factors [BR:ko03000],Transcription factors,03000 Transcription factors [BR:ko03000]
01004,0.5549801202247759,1,0.7289490380413896,2,21,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Metabolism,01004 Lipid biosynthesis proteins [BR:ko01004],Lipid biosynthesis proteins,01004 Lipid biosynthesis proteins [BR:ko01004]
03110,0.5634121432629344,1,0.673212498058422,3,35,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03110 Chaperones and folding catalysts [BR:ko03110],Chaperones and folding catalysts,03110 Chaperones and folding catalysts [BR:ko03110]
04112,0.5721757952024613,1,0.8099697660218335,1,9,down,path,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09143 Cell growth and death,Cell growth and death,Env. Info/Cellular Process,04112 Cell cycle - Caulobacter [PATH:ko04112],Cell cycle - Caulobacter,04112 Cell cycle - Caulobacter [PATH:ko04112]
99992,0.5829706579911293,1,0.795620571948474,1,13,down,path,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,Unclassified: signaling and cellular processes,Env. Info/Cellular Process,99992 Structural proteins,Structural proteins,99992 Structural proteins
03400,0.5924934828987063,1,0.5953994931265496,5,53,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03400 DNA repair and recombination proteins [BR:ko03400],DNA repair and recombination proteins,03400 DNA repair and recombination proteins [BR:ko03400]
00900,0.5995721394705826,1,0.7826128959781938,1,12,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,terpenoids and polyketides,Metabolism,00900 Terpenoid backbone biosynthesis [PATH:ko00900],Terpenoid backbone biosynthesis,00900 Terpenoid backbone biosynthesis [PATH:ko00900]
00430,0.6021593624757069,1,0.7878062884417589,1,8,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09106 Metabolism of other amino acids,other amino acids,AA/Nucleotide,00430 Taurine and hypotaurine metabolism [PATH:ko00430],Taurine and hypotaurine metabolism,00430 Taurine and hypotaurine metabolism [PATH:ko00430]
00983,0.6122729623704676,1,0.771390758640317,1,12,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation and,Metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],Drug metabolism - other enzymes,00983 Drug metabolism - other enzymes [PATH:ko00983]
00561,0.6141614756925755,1,0.7727530548634571,1,10,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09103 Lipid metabolism,Lipid,Metabolism,00561 Glycerolipid metabolism [PATH:ko00561],Glycerolipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561]
02025,0.6632596535879749,1,0.7236237907816605,1,11,down,path,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,Env. Info/Cellular Process,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],Biofilm formation - Pseudomonas aeruginosa,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
03060,0.6678829911714264,1,0.7171851844732655,1,12,down,path,C2vsC1_prot,HOT1A3,09120 Genetic Information Processing,"09123 Folding, sorting and degradation","Folding, sorting and degradation",Genetic Info,03060 Protein export [PATH:ko03060],Protein export,03060 Protein export [PATH:ko03060]
00220,0.6691601921359355,1,0.7144710557008478,1,13,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,00220 Arginine biosynthesis [PATH:ko00220],Arginine biosynthesis,00220 Arginine biosynthesis [PATH:ko00220]
00340,0.6741591465474932,1,0.7079456329942642,1,14,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,00340 Histidine metabolism [PATH:ko00340],Histidine metabolism,00340 Histidine metabolism [PATH:ko00340]
00230,0.6751152871897365,1,0.5246135288949948,4,53,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09104 Nucleotide metabolism,Nucleotide,AA/Nucleotide,00230 Purine metabolism [PATH:ko00230],Purine metabolism,00230 Purine metabolism [PATH:ko00230]
02048,0.6767437163312906,1,0.707724023861815,1,12,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Env. Info/Cellular Process,02048 Prokaryotic defense system [BR:ko02048],Prokaryotic defense system,02048 Prokaryotic defense system [BR:ko02048]
01002,0.7106478332352135,1,0.46402515868174177,5,57,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Metabolism,01002 Peptidases and inhibitors [BR:ko01002],Peptidases and inhibitors,01002 Peptidases and inhibitors [BR:ko01002]
00030,0.734768288866853,1,0.6352176498611986,1,15,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway,00030 Pentose phosphate pathway [PATH:ko00030]
99980,0.7546149131736815,1,0.40767993992185037,5,76,down,path,C2vsC1_prot,HOT1A3,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,Unclassified:,Metabolism,99980 Enzymes with EC numbers,Enzymes with EC numbers,99980 Enzymes with EC numbers
00400,0.7548571686677195,1,0.6056479643901949,1,18,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","Phenylalanine, tyrosine and tryptophan biosynthesis","00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
02044,0.7677344188793811,1,0.4375556256851053,3,48,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Env. Info/Cellular Process,02044 Secretion system [BR:ko02044],Secretion system,02044 Secretion system [BR:ko02044]
00020,0.8875464688635212,1,0.3737130980154132,1,21,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00020 Citrate cycle (TCA cycle) [PATH:ko00020],Citrate cycle (TCA cycle),00020 Citrate cycle (TCA cycle) [PATH:ko00020]
00190,0.9010053041783697,1,0.3399402927293398,1,28,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09102 Energy metabolism,Energy,Energy/Carbohydrate/Glycan,00190 Oxidative phosphorylation [PATH:ko00190],Oxidative phosphorylation,00190 Oxidative phosphorylation [PATH:ko00190]
02024,0.9148078284712247,1,0.30748685894422034,1,26,down,path,C2vsC1_prot,HOT1A3,09140 Cellular Processes,09145 Cellular community - prokaryotes,Cellular community - prokaryotes,Env. Info/Cellular Process,02024 Quorum sensing [PATH:ko02024],Quorum sensing,02024 Quorum sensing [PATH:ko02024]
03036,0.9589455714583394,1,0.17920390811245526,1,41,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins,03036 Chromosome and associated proteins [BR:ko03036]
03009,0.9888371346830305,1,0.064335112720731,1,58,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09182 Protein families: genetic information processing,Protein families: genetic information processing,Genetic Info,03009 Ribosome biogenesis [BR:ko03009],Ribosome biogenesis,03009 Ribosome biogenesis [BR:ko03009]
02000,0.9999989586866715,1,7.863956282057978e-6,3,184,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Membrane transport,02000 Transporters [BR:ko02000],Transporters,02000 Transporters [BR:ko02000]
00052,1,1,0.35719798014285165,0,11,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09101 Carbohydrate metabolism,Carbohydrate,Energy/Carbohydrate/Glycan,00052 Galactose metabolism [PATH:ko00052],Galactose metabolism,00052 Galactose metabolism [PATH:ko00052]
00061,1,1,0.21485705253243897,0,19,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09103 Lipid metabolism,Lipid,Metabolism,00061 Fatty acid biosynthesis [PATH:ko00061],Fatty acid biosynthesis,00061 Fatty acid biosynthesis [PATH:ko00061]
00071,1,1,0.15449857365298994,0,18,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09103 Lipid metabolism,Lipid,Metabolism,00071 Fatty acid degradation [PATH:ko00071],Fatty acid degradation,00071 Fatty acid degradation [PATH:ko00071]
00130,1,1,0.44028439089375754,0,11,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09108 Metabolism of cofactors and vitamins,cofactors and vitamins,Metabolism,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],Ubiquinone and other terpenoid-quinone biosynthesis,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
00194,1,1,0.5477613002780259,0,8,down,path,C2vsC1_prot,HOT1A3,09180 Brite Hierarchies,09181 Protein families: metabolism,Protein families:,Photosynthesis/Carbon fixation,00194 Photosynthesis proteins [BR:ko00194],Photosynthesis proteins,00194 Photosynthesis proteins [BR:ko00194]
00195,1,1,0.5477613002780259,0,8,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09102 Energy metabolism,Energy,Photosynthesis/Carbon fixation,00195 Photosynthesis [PATH:ko00195],Photosynthesis,00195 Photosynthesis [PATH:ko00195]
00280,1,1,0.10406196694279485,0,26,down,path,C2vsC1_prot,HOT1A3,09100 Metabolism,09105 Amino acid metabolism,Amino acid,AA/Nucleotide,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","Valine, leucine and isoleucine degradation","00280 Valine, leucine and isoleucine degradation [PATH:ko00280]"
